Group_Combined,Group,Year,Metric,Value
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2020,Part-Time Admissions (N),315
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2021,Part-Time Admissions (N),406
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2022,Part-Time Admissions (N),460
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2023,Part-Time Admissions (N),459
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2024,Part-Time Admissions (N),499
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2015,Part-Time Confirmations (N),0
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2016,Part-Time Confirmations (N),0
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2017,Part-Time Confirmations (N),0
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2018,Part-Time Confirmations (N),0
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2019,Part-Time Confirmations (N),0
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2020,Part-Time Confirmations (N),0
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2021,Part-Time Confirmations (N),0
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2022,Part-Time Confirmations (N),0
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2023,Part-Time Confirmations (N),0
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2024,Part-Time Confirmations (N),0
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2015,Enrollments (N),442
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2016,Enrollments (N),361
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2017,Enrollments (N),387
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2018,Enrollments (N),359
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2019,Enrollments (N),327
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2020,Enrollments (N),303
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2021,Enrollments (N),250
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2022,Enrollments (N),276
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2023,Enrollments (N),254
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2024,Enrollments (N),273
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2015,Admissions / Applications,86
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2016,Admissions / Applications,50
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2017,Admissions / Applications,48
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2018,Admissions / Applications,50
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2019,Admissions / Applications,46
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2020,Admissions / Applications,45
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2021,Admissions / Applications,69
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2022,Admissions / Applications,66
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2023,Admissions / Applications,63
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2024,Admissions / Applications,66
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2015,Confirmations / Applications,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2016,Confirmations / Applications,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2017,Confirmations / Applications,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2018,Confirmations / Applications,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2019,Confirmations / Applications,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2020,Confirmations / Applications,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2021,Confirmations / Applications,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2022,Confirmations / Applications,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2023,Confirmations / Applications,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2024,Confirmations / Applications,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2015,Confirmations / Admissions,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2016,Confirmations / Admissions,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2017,Confirmations / Admissions,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2018,Confirmations / Admissions,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2019,Confirmations / Admissions,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2020,Confirmations / Admissions,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2021,Confirmations / Admissions,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2022,Confirmations / Admissions,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2023,Confirmations / Admissions,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2024,Confirmations / Admissions,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2015,Enrollments / Applications,59
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2016,Enrollments / Applications,46
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2017,Enrollments / Applications,47
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2018,Enrollments / Applications,47
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2019,Enrollments / Applications,44
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2020,Enrollments / Applications,43
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2021,Enrollments / Applications,43
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2022,Enrollments / Applications,39
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2023,Enrollments / Applications,35
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2024,Enrollments / Applications,36
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2015,Enrollments / Admissions,69
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2016,Enrollments / Admissions,93
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2017,Enrollments / Admissions,98
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2018,Enrollments / Admissions,95
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2019,Enrollments / Admissions,97
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2020,Enrollments / Admissions,96
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2021,Enrollments / Admissions,62
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2022,Enrollments / Admissions,60
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2023,Enrollments / Admissions,55
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2024,Enrollments / Admissions,55
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2015,Enrollments / Confirmations,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2016,Enrollments / Confirmations,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2017,Enrollments / Confirmations,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2018,Enrollments / Confirmations,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2019,Enrollments / Confirmations,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2020,Enrollments / Confirmations,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2021,Enrollments / Confirmations,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2022,Enrollments / Confirmations,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2023,Enrollments / Confirmations,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2024,Enrollments / Confirmations,
Full-Time and Part-Time,Full-Time and Part-Time,2015,Admissions / Applications,59
Full-Time and Part-Time,Full-Time and Part-Time,2016,Admissions / Applications,60
Full-Time and Part-Time,Full-Time and Part-Time,2017,Admissions / Applications,67
Full-Time and Part-Time,Full-Time and Part-Time,2018,Admissions / Applications,67
Full-Time and Part-Time,Full-Time and Part-Time,2019,Admissions / Applications,66
Full-Time and Part-Time,Full-Time and Part-Time,2020,Admissions / Applications,65
Full-Time and Part-Time,Full-Time and Part-Time,2021,Admissions / Applications,75
Full-Time and Part-Time,Full-Time and Part-Time,2022,Admissions / Applications,77
Full-Time and Part-Time,Full-Time and Part-Time,2023,Admissions / Applications,76
Full-Time and Part-Time,Full-Time and Part-Time,2024,Admissions / Applications,73
Full-Time and Part-Time,Full-Time and Part-Time,2015,Confirmations / Applications,
Full-Time and Part-Time,Full-Time and Part-Time,2016,Confirmations / Applications,
Full-Time and Part-Time,Full-Time and Part-Time,2017,Confirmations / Applications,
Full-Time and Part-Time,Full-Time and Part-Time,2018,Confirmations / Applications,
Full-Time and Part-Time,Full-Time and Part-Time,2019,Confirmations / Applications,
Full-Time and Part-Time,Full-Time and Part-Time,2020,Confirmations / Applications,
Full-Time and Part-Time,Full-Time and Part-Time,2021,Confirmations / Applications,
Full-Time and Part-Time,Full-Time and Part-Time,2022,Confirmations / Applications,
Full-Time and Part-Time,Full-Time and Part-Time,2023,Confirmations / Applications,
Full-Time and Part-Time,Full-Time and Part-Time,2024,Confirmations / Applications,
Full-Time and Part-Time,Full-Time and Part-Time,2015,Confirmations / Admissions,
Full-Time and Part-Time,Full-Time and Part-Time,2016,Confirmations / Admissions,
Full-Time and Part-Time,Full-Time and Part-Time,2017,Confirmations / Admissions,
Full-Time and Part-Time,Full-Time and Part-Time,2018,Confirmations / Admissions,
Full-Time and Part-Time,Full-Time and Part-Time,2019,Confirmations / Admissions,
Full-Time and Part-Time,Full-Time and Part-Time,2020,Confirmations / Admissions,
Full-Time and Part-Time,Full-Time and Part-Time,2021,Confirmations / Admissions,
Full-Time and Part-Time,Full-Time and Part-Time,2022,Confirmations / Admissions,
Full-Time and Part-Time,Full-Time and Part-Time,2023,Confirmations / Admissions,
Full-Time and Part-Time,Full-Time and Part-Time,2024,Confirmations / Admissions,
Full-Time and Part-Time,Full-Time and Part-Time,2015,Enrollments / Applications,16
Full-Time and Part-Time,Full-Time and Part-Time,2016,Enrollments / Applications,16
Full-Time and Part-Time,Full-Time and Part-Time,2017,Enrollments / Applications,18
Full-Time and Part-Time,Full-Time and Part-Time,2018,Enrollments / Applications,19
Full-Time and Part-Time,Full-Time and Part-Time,2019,Enrollments / Applications,18
Full-Time and Part-Time,Full-Time and Part-Time,2020,Enrollments / Applications,16
Full-Time and Part-Time,Full-Time and Part-Time,2021,Enrollments / Applications,17
Full-Time and Part-Time,Full-Time and Part-Time,2022,Enrollments / Applications,17
Full-Time and Part-Time,Full-Time and Part-Time,2023,Enrollments / Applications,17
Full-Time and Part-Time,Full-Time and Part-Time,2024,Enrollments / Applications,15
Full-Time and Part-Time,Full-Time and Part-Time,2015,Enrollments / Admissions,27
Full-Time and Part-Time,Full-Time and Part-Time,2016,Enrollments / Admissions,27
Full-Time and Part-Time,Full-Time and Part-Time,2017,Enrollments / Admissions,27
Full-Time and Part-Time,Full-Time and Part-Time,2018,Enrollments / Admissions,28
Full-Time and Part-Time,Full-Time and Part-Time,2019,Enrollments / Admissions,27
Full-Time and Part-Time,Full-Time and Part-Time,2020,Enrollments / Admissions,24
Full-Time and Part-Time,Full-Time and Part-Time,2021,Enrollments / Admissions,23
Full-Time and Part-Time,Full-Time and Part-Time,2022,Enrollments / Admissions,22
Full-Time and Part-Time,Full-Time and Part-Time,2023,Enrollments / Admissions,23
Full-Time and Part-Time,Full-Time and Part-Time,2024,Enrollments / Admissions,21
Full-Time and Part-Time,Full-Time and Part-Time,2015,Enrollments / Confirmations,
Full-Time and Part-Time,Full-Time and Part-Time,2016,Enrollments / Confirmations,
Full-Time and Part-Time,Full-Time and Part-Time,2017,Enrollments / Confirmations,
Full-Time and Part-Time,Full-Time and Part-Time,2018,Enrollments / Confirmations,
Full-Time and Part-Time,Full-Time and Part-Time,2019,Enrollments / Confirmations,
Full-Time and Part-Time,Full-Time and Part-Time,2020,Enrollments / Confirmations,
Full-Time and Part-Time,Full-Time and Part-Time,2021,Enrollments / Confirmations,
Full-Time and Part-Time,Full-Time and Part-Time,2022,Enrollments / Confirmations,
Full-Time and Part-Time,Full-Time and Part-Time,2023,Enrollments / Confirmations,
Full-Time and Part-Time,Full-Time and Part-Time,2024,Enrollments / Confirmations,
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2015,Admissions / Applications,79
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2016,Admissions / Applications,72
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2017,Admissions / Applications,71
Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,Enrollments / Confirmations -- -- -- -- -- -- -- -- -- --,2018,Admissions / Applications,70
